"","replicate","U_x","U_y","k"
"1880",10,0.6,0.1,1
"1881",1,0.6,0.2,1
"1882",2,0.6,0.2,1
"1883",3,0.6,0.2,1
"1884",4,0.6,0.2,1
"1885",5,0.6,0.2,1
"1886",6,0.6,0.2,1
"1887",7,0.6,0.2,1
"1888",8,0.6,0.2,1
"1889",9,0.6,0.2,1
"1890",10,0.6,0.2,1
"1891",1,0.6,0.3,1
"1892",2,0.6,0.3,1
"1893",3,0.6,0.3,1
"1894",4,0.6,0.3,1
"1895",5,0.6,0.3,1
"1896",6,0.6,0.3,1
"1897",7,0.6,0.3,1
"1898",8,0.6,0.3,1
"1899",9,0.6,0.3,1
"1900",10,0.6,0.3,1
"1901",1,0.6,0.4,1
"1902",2,0.6,0.4,1
"1903",3,0.6,0.4,1
"1904",4,0.6,0.4,1
"1905",5,0.6,0.4,1
"1906",6,0.6,0.4,1
"1907",7,0.6,0.4,1
"1908",8,0.6,0.4,1
"1909",9,0.6,0.4,1
"1910",10,0.6,0.4,1
"1911",1,0.6,0.5,1
"1912",2,0.6,0.5,1
"1913",3,0.6,0.5,1
"1914",4,0.6,0.5,1
"1915",5,0.6,0.5,1
"1916",6,0.6,0.5,1
"1917",7,0.6,0.5,1
"1918",8,0.6,0.5,1
"1919",9,0.6,0.5,1
"1920",10,0.6,0.5,1
"1921",1,0.6,0.6,1
"1922",2,0.6,0.6,1
"1923",3,0.6,0.6,1
"1924",4,0.6,0.6,1
"1925",5,0.6,0.6,1
"1926",6,0.6,0.6,1
"1927",7,0.6,0.6,1
"1928",8,0.6,0.6,1
"1929",9,0.6,0.6,1
"1930",10,0.6,0.6,1
"1931",1,0.6,0.7,1
"1932",2,0.6,0.7,1
"1933",3,0.6,0.7,1
"1934",4,0.6,0.7,1
"1935",5,0.6,0.7,1
"1936",6,0.6,0.7,1
"1937",7,0.6,0.7,1
"1938",8,0.6,0.7,1
"1939",9,0.6,0.7,1
"1940",10,0.6,0.7,1
"1941",1,0.6,0.8,1
"1942",2,0.6,0.8,1
"1943",3,0.6,0.8,1
"1944",4,0.6,0.8,1
"1945",5,0.6,0.8,1
"1946",6,0.6,0.8,1
"1947",7,0.6,0.8,1
"1948",8,0.6,0.8,1
"1949",9,0.6,0.8,1
"1950",10,0.6,0.8,1
"1951",1,0.6,0.9,1
"1952",2,0.6,0.9,1
"1953",3,0.6,0.9,1
"1954",4,0.6,0.9,1
"1955",5,0.6,0.9,1
"1956",6,0.6,0.9,1
"1957",7,0.6,0.9,1
"1958",8,0.6,0.9,1
"1959",9,0.6,0.9,1
"1960",10,0.6,0.9,1
"1961",1,0.6,1,1
"1962",2,0.6,1,1
"1963",3,0.6,1,1
"1964",4,0.6,1,1
"1965",5,0.6,1,1
"1966",6,0.6,1,1
"1967",7,0.6,1,1
"1968",8,0.6,1,1
"1969",9,0.6,1,1
"1970",10,0.6,1,1
"1971",1,0.6,1.1,1
"1972",2,0.6,1.1,1
"1973",3,0.6,1.1,1
"1974",4,0.6,1.1,1
"1975",5,0.6,1.1,1
"1976",6,0.6,1.1,1
"1977",7,0.6,1.1,1
"1978",8,0.6,1.1,1
"1979",9,0.6,1.1,1
"1980",10,0.6,1.1,1
"1981",1,0.6,1.2,1
"1982",2,0.6,1.2,1
"1983",3,0.6,1.2,1
"1984",4,0.6,1.2,1
"1985",5,0.6,1.2,1
"1986",6,0.6,1.2,1
"1987",7,0.6,1.2,1
"1988",8,0.6,1.2,1
"1989",9,0.6,1.2,1
"1990",10,0.6,1.2,1
"1991",1,0.6,1.3,1
"1992",2,0.6,1.3,1
"1993",3,0.6,1.3,1
"1994",4,0.6,1.3,1
"1995",5,0.6,1.3,1
"1996",6,0.6,1.3,1
"1997",7,0.6,1.3,1
"1998",8,0.6,1.3,1
"1999",9,0.6,1.3,1
"2000",10,0.6,1.3,1
"2001",1,0.6,1.4,1
"2002",2,0.6,1.4,1
"2003",3,0.6,1.4,1
"2004",4,0.6,1.4,1
"2005",5,0.6,1.4,1
"2006",6,0.6,1.4,1
"2007",7,0.6,1.4,1
"2008",8,0.6,1.4,1
"2009",9,0.6,1.4,1
"2010",10,0.6,1.4,1
"2011",1,0.6,1.5,1
"2012",2,0.6,1.5,1
"2013",3,0.6,1.5,1
"2014",4,0.6,1.5,1
"2015",5,0.6,1.5,1
"2016",6,0.6,1.5,1
"2017",7,0.6,1.5,1
"2018",8,0.6,1.5,1
"2019",9,0.6,1.5,1
"2020",10,0.6,1.5,1
"2021",1,0.6,1.6,1
"2022",2,0.6,1.6,1
"2023",3,0.6,1.6,1
"2024",4,0.6,1.6,1
"2025",5,0.6,1.6,1
"2026",6,0.6,1.6,1
"2027",7,0.6,1.6,1
"2028",8,0.6,1.6,1
"2029",9,0.6,1.6,1
"2030",10,0.6,1.6,1
"2031",1,0.6,1.7,1
"2032",2,0.6,1.7,1
"2033",3,0.6,1.7,1
"2034",4,0.6,1.7,1
"2035",5,0.6,1.7,1
"2036",6,0.6,1.7,1
"2037",7,0.6,1.7,1
"2038",8,0.6,1.7,1
"2039",9,0.6,1.7,1
"2040",10,0.6,1.7,1
"2041",1,0.6,1.8,1
"2042",2,0.6,1.8,1
"2043",3,0.6,1.8,1
"2044",4,0.6,1.8,1
"2045",5,0.6,1.8,1
"2046",6,0.6,1.8,1
"2047",7,0.6,1.8,1
"2048",8,0.6,1.8,1
"2049",9,0.6,1.8,1
"2050",10,0.6,1.8,1
"2051",1,0.6,1.9,1
"2052",2,0.6,1.9,1
"2053",3,0.6,1.9,1
"2054",4,0.6,1.9,1
"2055",5,0.6,1.9,1
"2056",6,0.6,1.9,1
"2057",7,0.6,1.9,1
"2058",8,0.6,1.9,1
"2059",9,0.6,1.9,1
"2060",10,0.6,1.9,1
"2061",1,0.6,2,1
"2062",2,0.6,2,1
"2063",3,0.6,2,1
"2064",4,0.6,2,1
"2065",5,0.6,2,1
"2066",6,0.6,2,1
"2067",7,0.6,2,1
"2068",8,0.6,2,1
"2069",9,0.6,2,1
"2070",10,0.6,2,1
"2071",1,0.6,2.1,1
"2072",2,0.6,2.1,1
"2073",3,0.6,2.1,1
"2074",4,0.6,2.1,1
"2075",5,0.6,2.1,1
"2076",6,0.6,2.1,1
"2077",7,0.6,2.1,1
"2078",8,0.6,2.1,1
"2079",9,0.6,2.1,1
"2080",10,0.6,2.1,1
"2081",1,0.6,2.2,1
"2082",2,0.6,2.2,1
"2083",3,0.6,2.2,1
"2084",4,0.6,2.2,1
"2085",5,0.6,2.2,1
"2086",6,0.6,2.2,1
"2087",7,0.6,2.2,1
"2088",8,0.6,2.2,1
"2089",9,0.6,2.2,1
"2090",10,0.6,2.2,1
"2091",1,0.6,2.3,1
"2092",2,0.6,2.3,1
"2093",3,0.6,2.3,1
"2094",4,0.6,2.3,1
"2095",5,0.6,2.3,1
"2096",6,0.6,2.3,1
"2097",7,0.6,2.3,1
"2098",8,0.6,2.3,1
"2099",9,0.6,2.3,1
"2100",10,0.6,2.3,1
"2101",1,0.6,2.4,1
"2102",2,0.6,2.4,1
"2103",3,0.6,2.4,1
"2104",4,0.6,2.4,1
"2105",5,0.6,2.4,1
"2106",6,0.6,2.4,1
"2107",7,0.6,2.4,1
"2108",8,0.6,2.4,1
"2109",9,0.6,2.4,1
"2110",10,0.6,2.4,1
"2111",1,0.6,2.5,1
"2112",2,0.6,2.5,1
"2113",3,0.6,2.5,1
"2114",4,0.6,2.5,1
"2115",5,0.6,2.5,1
"2116",6,0.6,2.5,1
"2117",7,0.6,2.5,1
"2118",8,0.6,2.5,1
"2119",9,0.6,2.5,1
"2120",10,0.6,2.5,1
"2121",1,0.6,2.6,1
"2122",2,0.6,2.6,1
"2123",3,0.6,2.6,1
"2124",4,0.6,2.6,1
"2125",5,0.6,2.6,1
"2126",6,0.6,2.6,1
"2127",7,0.6,2.6,1
"2128",8,0.6,2.6,1
"2129",9,0.6,2.6,1
"2130",10,0.6,2.6,1
"2131",1,0.6,2.7,1
"2132",2,0.6,2.7,1
"2133",3,0.6,2.7,1
"2134",4,0.6,2.7,1
"2135",5,0.6,2.7,1
"2136",6,0.6,2.7,1
"2137",7,0.6,2.7,1
"2138",8,0.6,2.7,1
"2139",9,0.6,2.7,1
"2140",10,0.6,2.7,1
"2141",1,0.6,2.8,1
"2142",2,0.6,2.8,1
"2143",3,0.6,2.8,1
"2144",4,0.6,2.8,1
"2145",5,0.6,2.8,1
"2146",6,0.6,2.8,1
"2147",7,0.6,2.8,1
"2148",8,0.6,2.8,1
"2149",9,0.6,2.8,1
"2150",10,0.6,2.8,1
"2151",1,0.6,2.9,1
"2152",2,0.6,2.9,1
"2153",3,0.6,2.9,1
"2154",4,0.6,2.9,1
"2155",5,0.6,2.9,1
"2156",6,0.6,2.9,1
"2157",7,0.6,2.9,1
"2158",8,0.6,2.9,1
"2159",9,0.6,2.9,1
"2160",10,0.6,2.9,1
"2161",1,0.6,3,1
"2162",2,0.6,3,1
"2163",3,0.6,3,1
"2164",4,0.6,3,1
"2165",5,0.6,3,1
"2166",6,0.6,3,1
"2167",7,0.6,3,1
"2168",8,0.6,3,1
"2169",9,0.6,3,1
"2170",10,0.6,3,1
"2171",1,0.7,0,1
"2172",2,0.7,0,1
"2173",3,0.7,0,1
"2174",4,0.7,0,1
"2175",5,0.7,0,1
"2176",6,0.7,0,1
"2177",7,0.7,0,1
"2178",8,0.7,0,1
"2179",9,0.7,0,1
"2180",10,0.7,0,1
"2181",1,0.7,0.1,1
"2182",2,0.7,0.1,1
"2183",3,0.7,0.1,1
"2184",4,0.7,0.1,1
"2185",5,0.7,0.1,1
"2186",6,0.7,0.1,1
"2187",7,0.7,0.1,1
"2188",8,0.7,0.1,1
"2189",9,0.7,0.1,1
"2190",10,0.7,0.1,1
"2191",1,0.7,0.2,1
"2192",2,0.7,0.2,1
"2193",3,0.7,0.2,1
"2194",4,0.7,0.2,1
"2195",5,0.7,0.2,1
"2196",6,0.7,0.2,1
"2197",7,0.7,0.2,1
"2198",8,0.7,0.2,1
"2199",9,0.7,0.2,1
"2200",10,0.7,0.2,1
"2201",1,0.7,0.3,1
"2202",2,0.7,0.3,1
"2203",3,0.7,0.3,1
"2204",4,0.7,0.3,1
"2205",5,0.7,0.3,1
"2206",6,0.7,0.3,1
"2207",7,0.7,0.3,1
"2208",8,0.7,0.3,1
"2209",9,0.7,0.3,1
"2210",10,0.7,0.3,1
"2211",1,0.7,0.4,1
"2212",2,0.7,0.4,1
"2213",3,0.7,0.4,1
"2214",4,0.7,0.4,1
"2215",5,0.7,0.4,1
"2216",6,0.7,0.4,1
"2217",7,0.7,0.4,1
"2218",8,0.7,0.4,1
"2219",9,0.7,0.4,1
"2220",10,0.7,0.4,1
"2221",1,0.7,0.5,1
"2222",2,0.7,0.5,1
"2223",3,0.7,0.5,1
"2224",4,0.7,0.5,1
"2225",5,0.7,0.5,1
"2226",6,0.7,0.5,1
"2227",7,0.7,0.5,1
"2228",8,0.7,0.5,1
"2229",9,0.7,0.5,1
"2230",10,0.7,0.5,1
"2231",1,0.7,0.6,1
"2232",2,0.7,0.6,1
"2233",3,0.7,0.6,1
"2234",4,0.7,0.6,1
"2235",5,0.7,0.6,1
"2236",6,0.7,0.6,1
"2237",7,0.7,0.6,1
"2238",8,0.7,0.6,1
"2239",9,0.7,0.6,1
"2240",10,0.7,0.6,1
"2241",1,0.7,0.7,1
"2242",2,0.7,0.7,1
"2243",3,0.7,0.7,1
"2244",4,0.7,0.7,1
"2245",5,0.7,0.7,1
"2246",6,0.7,0.7,1
"2247",7,0.7,0.7,1
"2248",8,0.7,0.7,1
"2249",9,0.7,0.7,1
"2250",10,0.7,0.7,1
"2251",1,0.7,0.8,1
"2252",2,0.7,0.8,1
"2253",3,0.7,0.8,1
"2254",4,0.7,0.8,1
"2255",5,0.7,0.8,1
"2256",6,0.7,0.8,1
"2257",7,0.7,0.8,1
"2258",8,0.7,0.8,1
"2259",9,0.7,0.8,1
"2260",10,0.7,0.8,1
"2261",1,0.7,0.9,1
"2262",2,0.7,0.9,1
"2263",3,0.7,0.9,1
"2264",4,0.7,0.9,1
"2265",5,0.7,0.9,1
"2266",6,0.7,0.9,1
"2267",7,0.7,0.9,1
"2268",8,0.7,0.9,1
"2269",9,0.7,0.9,1
"2270",10,0.7,0.9,1
"2271",1,0.7,1,1
"2272",2,0.7,1,1
"2273",3,0.7,1,1
"2274",4,0.7,1,1
"2275",5,0.7,1,1
"2276",6,0.7,1,1
"2277",7,0.7,1,1
"2278",8,0.7,1,1
"2279",9,0.7,1,1
"2280",10,0.7,1,1
"2281",1,0.7,1.1,1
"2282",2,0.7,1.1,1
"2283",3,0.7,1.1,1
"2284",4,0.7,1.1,1
"2285",5,0.7,1.1,1
"2286",6,0.7,1.1,1
"2287",7,0.7,1.1,1
"2288",8,0.7,1.1,1
"2289",9,0.7,1.1,1
"2290",10,0.7,1.1,1
"2291",1,0.7,1.2,1
"2292",2,0.7,1.2,1
"2293",3,0.7,1.2,1
"2294",4,0.7,1.2,1
"2295",5,0.7,1.2,1
"2296",6,0.7,1.2,1
"2297",7,0.7,1.2,1
"2298",8,0.7,1.2,1
"2299",9,0.7,1.2,1
"2300",10,0.7,1.2,1
"2301",1,0.7,1.3,1
"2302",2,0.7,1.3,1
"2303",3,0.7,1.3,1
"2304",4,0.7,1.3,1
"2305",5,0.7,1.3,1
"2306",6,0.7,1.3,2
"2307",7,0.7,1.3,1
"2308",8,0.7,1.3,2
"2309",9,0.7,1.3,1
"2310",10,0.7,1.3,2
"2311",1,0.7,1.4,1
"2312",2,0.7,1.4,1
"2313",3,0.7,1.4,1
"2314",4,0.7,1.4,1
"2315",5,0.7,1.4,1
"2316",6,0.7,1.4,2
"2317",7,0.7,1.4,1
"2318",8,0.7,1.4,2
"2319",9,0.7,1.4,1
"2320",10,0.7,1.4,2
"2321",1,0.7,1.5,1
"2322",2,0.7,1.5,1
"2323",3,0.7,1.5,1
"2324",4,0.7,1.5,1
"2325",5,0.7,1.5,1
"2326",6,0.7,1.5,2
"2327",7,0.7,1.5,1
"2328",8,0.7,1.5,2
"2329",9,0.7,1.5,2
"2330",10,0.7,1.5,2
"2331",1,0.7,1.6,2
"2332",2,0.7,1.6,1
"2333",3,0.7,1.6,1
"2334",4,0.7,1.6,2
"2335",5,0.7,1.6,1
"2336",6,0.7,1.6,2
"2337",7,0.7,1.6,2
"2338",8,0.7,1.6,2
"2339",9,0.7,1.6,2
"2340",10,0.7,1.6,2
"2341",1,0.7,1.7,2
"2342",2,0.7,1.7,1
"2343",3,0.7,1.7,1
"2344",4,0.7,1.7,2
"2345",5,0.7,1.7,2
"2346",6,0.7,1.7,2
"2347",7,0.7,1.7,2
"2348",8,0.7,1.7,1
"2349",9,0.7,1.7,2
"2350",10,0.7,1.7,2
"2351",1,0.7,1.8,2
"2352",2,0.7,1.8,1
"2353",3,0.7,1.8,1
"2354",4,0.7,1.8,2
"2355",5,0.7,1.8,2
"2356",6,0.7,1.8,2
"2357",7,0.7,1.8,2
"2358",8,0.7,1.8,2
"2359",9,0.7,1.8,2
"2360",10,0.7,1.8,2
"2361",1,0.7,1.9,2
"2362",2,0.7,1.9,1
"2363",3,0.7,1.9,2
"2364",4,0.7,1.9,2
"2365",5,0.7,1.9,2
"2366",6,0.7,1.9,2
"2367",7,0.7,1.9,1
"2368",8,0.7,1.9,2
"2369",9,0.7,1.9,2
"2370",10,0.7,1.9,2
"2371",1,0.7,2,2
"2372",2,0.7,2,1
"2373",3,0.7,2,1
"2374",4,0.7,2,2
"2375",5,0.7,2,2
"2376",6,0.7,2,2
"2377",7,0.7,2,2
"2378",8,0.7,2,2
"2379",9,0.7,2,2
"2380",10,0.7,2,2
"2381",1,0.7,2.1,2
"2382",2,0.7,2.1,2
"2383",3,0.7,2.1,2
"2384",4,0.7,2.1,2
"2385",5,0.7,2.1,2
"2386",6,0.7,2.1,2
"2387",7,0.7,2.1,2
"2388",8,0.7,2.1,1
"2389",9,0.7,2.1,2
"2390",10,0.7,2.1,2
"2391",1,0.7,2.2,2
"2392",2,0.7,2.2,1
"2393",3,0.7,2.2,2
"2394",4,0.7,2.2,2
"2395",5,0.7,2.2,2
"2396",6,0.7,2.2,2
"2397",7,0.7,2.2,2
"2398",8,0.7,2.2,2
"2399",9,0.7,2.2,2
"2400",10,0.7,2.2,2
"2401",1,0.7,2.3,2
"2402",2,0.7,2.3,2
"2403",3,0.7,2.3,2
"2404",4,0.7,2.3,2
"2405",5,0.7,2.3,2
"2406",6,0.7,2.3,2
"2407",7,0.7,2.3,2
"2408",8,0.7,2.3,2
"2409",9,0.7,2.3,2
"2410",10,0.7,2.3,2
"2411",1,0.7,2.4,2
"2412",2,0.7,2.4,2
"2413",3,0.7,2.4,2
"2414",4,0.7,2.4,2
"2415",5,0.7,2.4,2
"2416",6,0.7,2.4,2
"2417",7,0.7,2.4,2
"2418",8,0.7,2.4,2
"2419",9,0.7,2.4,2
"2420",10,0.7,2.4,2
"2421",1,0.7,2.5,2
"2422",2,0.7,2.5,2
"2423",3,0.7,2.5,2
"2424",4,0.7,2.5,2
"2425",5,0.7,2.5,2
"2426",6,0.7,2.5,2
"2427",7,0.7,2.5,2
"2428",8,0.7,2.5,2
"2429",9,0.7,2.5,2
"2430",10,0.7,2.5,2
"2431",1,0.7,2.6,2
"2432",2,0.7,2.6,2
"2433",3,0.7,2.6,2
"2434",4,0.7,2.6,2
"2435",5,0.7,2.6,2
"2436",6,0.7,2.6,2
"2437",7,0.7,2.6,2
"2438",8,0.7,2.6,2
"2439",9,0.7,2.6,2
"2440",10,0.7,2.6,2
"2441",1,0.7,2.7,2
"2442",2,0.7,2.7,2
"2443",3,0.7,2.7,2
"2444",4,0.7,2.7,2
"2445",5,0.7,2.7,2
"2446",6,0.7,2.7,2
"2447",7,0.7,2.7,2
"2448",8,0.7,2.7,2
"2449",9,0.7,2.7,2
"2450",10,0.7,2.7,2
"2451",1,0.7,2.8,2
"2452",2,0.7,2.8,2
"2453",3,0.7,2.8,2
"2454",4,0.7,2.8,2
"2455",5,0.7,2.8,2
"2456",6,0.7,2.8,2
"2457",7,0.7,2.8,2
"2458",8,0.7,2.8,2
"2459",9,0.7,2.8,2
"2460",10,0.7,2.8,2
"2461",1,0.7,2.9,2
"2462",2,0.7,2.9,2
"2463",3,0.7,2.9,2
"2464",4,0.7,2.9,2
"2465",5,0.7,2.9,2
"2466",6,0.7,2.9,2
"2467",7,0.7,2.9,2
"2468",8,0.7,2.9,2
"2469",9,0.7,2.9,2
"2470",10,0.7,2.9,2
"2471",1,0.7,3,2
"2472",2,0.7,3,2
"2473",3,0.7,3,2
"2474",4,0.7,3,2
"2475",5,0.7,3,2
"2476",6,0.7,3,2
"2477",7,0.7,3,2
"2478",8,0.7,3,2
"2479",9,0.7,3,2
"2480",10,0.7,3,2
"2481",1,0.8,0,1
"2482",2,0.8,0,1
"2483",3,0.8,0,1
"2484",4,0.8,0,1
"2485",5,0.8,0,1
"2486",6,0.8,0,1
"2487",7,0.8,0,1
"2488",8,0.8,0,1
"2489",9,0.8,0,1
"2490",10,0.8,0,1
"2491",1,0.8,0.1,1
"2492",2,0.8,0.1,1
"2493",3,0.8,0.1,1
"2494",4,0.8,0.1,1
"2495",5,0.8,0.1,1
"2496",6,0.8,0.1,1
"2497",7,0.8,0.1,1
"2498",8,0.8,0.1,1
"2499",9,0.8,0.1,1
"2500",10,0.8,0.1,1
"2501",1,0.8,0.2,1
"2502",2,0.8,0.2,1
"2503",3,0.8,0.2,1
"2504",4,0.8,0.2,1
"2505",5,0.8,0.2,1
"2506",6,0.8,0.2,1
"2507",7,0.8,0.2,1
"2508",8,0.8,0.2,1
"2509",9,0.8,0.2,1
"2510",10,0.8,0.2,1
"2511",1,0.8,0.3,1
"2512",2,0.8,0.3,1
"2513",3,0.8,0.3,1
"2514",4,0.8,0.3,1
"2515",5,0.8,0.3,1
"2516",6,0.8,0.3,1
"2517",7,0.8,0.3,1
"2518",8,0.8,0.3,1
"2519",9,0.8,0.3,1
"2520",10,0.8,0.3,1
"2521",1,0.8,0.4,1
"2522",2,0.8,0.4,1
"2523",3,0.8,0.4,1
"2524",4,0.8,0.4,1
"2525",5,0.8,0.4,1
"2526",6,0.8,0.4,1
"2527",7,0.8,0.4,1
"2528",8,0.8,0.4,1
"2529",9,0.8,0.4,1
"2530",10,0.8,0.4,1
"2531",1,0.8,0.5,1
"2532",2,0.8,0.5,1
"2533",3,0.8,0.5,1
"2534",4,0.8,0.5,1
"2535",5,0.8,0.5,1
"2536",6,0.8,0.5,1
"2537",7,0.8,0.5,1
"2538",8,0.8,0.5,1
"2539",9,0.8,0.5,1
"2540",10,0.8,0.5,1
"2541",1,0.8,0.6,1
"2542",2,0.8,0.6,1
"2543",3,0.8,0.6,1
"2544",4,0.8,0.6,1
"2545",5,0.8,0.6,1
"2546",6,0.8,0.6,1
"2547",7,0.8,0.6,1
"2548",8,0.8,0.6,1
"2549",9,0.8,0.6,1
"2550",10,0.8,0.6,1
"2551",1,0.8,0.7,1
"2552",2,0.8,0.7,1
"2553",3,0.8,0.7,1
"2554",4,0.8,0.7,1
"2555",5,0.8,0.7,1
"2556",6,0.8,0.7,1
"2557",7,0.8,0.7,1
"2558",8,0.8,0.7,1
"2559",9,0.8,0.7,1
"2560",10,0.8,0.7,1
"2561",1,0.8,0.8,1
"2562",2,0.8,0.8,1
"2563",3,0.8,0.8,1
"2564",4,0.8,0.8,1
"2565",5,0.8,0.8,1
"2566",6,0.8,0.8,1
"2567",7,0.8,0.8,1
"2568",8,0.8,0.8,1
"2569",9,0.8,0.8,1
"2570",10,0.8,0.8,1
"2571",1,0.8,0.9,1
"2572",2,0.8,0.9,1
"2573",3,0.8,0.9,1
"2574",4,0.8,0.9,1
"2575",5,0.8,0.9,1
"2576",6,0.8,0.9,1
"2577",7,0.8,0.9,1
"2578",8,0.8,0.9,1
"2579",9,0.8,0.9,1
"2580",10,0.8,0.9,1
"2581",1,0.8,1,1
"2582",2,0.8,1,1
"2583",3,0.8,1,1
"2584",4,0.8,1,1
"2585",5,0.8,1,1
"2586",6,0.8,1,2
"2587",7,0.8,1,2
"2588",8,0.8,1,2
"2589",9,0.8,1,1
"2590",10,0.8,1,2
"2591",1,0.8,1.1,2
"2592",2,0.8,1.1,2
"2593",3,0.8,1.1,2
"2594",4,0.8,1.1,2
"2595",5,0.8,1.1,2
"2596",6,0.8,1.1,2
"2597",7,0.8,1.1,2
"2598",8,0.8,1.1,2
"2599",9,0.8,1.1,2
"2600",10,0.8,1.1,2
"2601",1,0.8,1.2,2
"2602",2,0.8,1.2,2
"2603",3,0.8,1.2,2
"2604",4,0.8,1.2,2
"2605",5,0.8,1.2,2
"2606",6,0.8,1.2,2
"2607",7,0.8,1.2,2
"2608",8,0.8,1.2,2
"2609",9,0.8,1.2,2
"2610",10,0.8,1.2,2
"2611",1,0.8,1.3,2
"2612",2,0.8,1.3,2
"2613",3,0.8,1.3,2
"2614",4,0.8,1.3,2
"2615",5,0.8,1.3,2
"2616",6,0.8,1.3,2
"2617",7,0.8,1.3,2
"2618",8,0.8,1.3,2
"2619",9,0.8,1.3,2
"2620",10,0.8,1.3,2
"2621",1,0.8,1.4,2
"2622",2,0.8,1.4,2
"2623",3,0.8,1.4,2
"2624",4,0.8,1.4,2
"2625",5,0.8,1.4,2
"2626",6,0.8,1.4,2
"2627",7,0.8,1.4,2
"2628",8,0.8,1.4,2
"2629",9,0.8,1.4,2
"2630",10,0.8,1.4,2
"2631",1,0.8,1.5,2
"2632",2,0.8,1.5,2
"2633",3,0.8,1.5,2
"2634",4,0.8,1.5,2
"2635",5,0.8,1.5,2
"2636",6,0.8,1.5,2
"2637",7,0.8,1.5,2
"2638",8,0.8,1.5,2
"2639",9,0.8,1.5,2
"2640",10,0.8,1.5,2
"2641",1,0.8,1.6,2
"2642",2,0.8,1.6,2
"2643",3,0.8,1.6,2
"2644",4,0.8,1.6,2
"2645",5,0.8,1.6,2
"2646",6,0.8,1.6,2
"2647",7,0.8,1.6,2
"2648",8,0.8,1.6,2
"2649",9,0.8,1.6,2
"2650",10,0.8,1.6,2
"2651",1,0.8,1.7,2
"2652",2,0.8,1.7,2
"2653",3,0.8,1.7,2
"2654",4,0.8,1.7,2
"2655",5,0.8,1.7,2
"2656",6,0.8,1.7,2
"2657",7,0.8,1.7,2
"2658",8,0.8,1.7,2
"2659",9,0.8,1.7,2
"2660",10,0.8,1.7,2
"2661",1,0.8,1.8,2
"2662",2,0.8,1.8,2
"2663",3,0.8,1.8,2
"2664",4,0.8,1.8,2
"2665",5,0.8,1.8,2
"2666",6,0.8,1.8,2
"2667",7,0.8,1.8,2
"2668",8,0.8,1.8,2
"2669",9,0.8,1.8,2
"2670",10,0.8,1.8,2
"2671",1,0.8,1.9,2
"2672",2,0.8,1.9,2
"2673",3,0.8,1.9,2
"2674",4,0.8,1.9,2
"2675",5,0.8,1.9,2
"2676",6,0.8,1.9,2
"2677",7,0.8,1.9,2
"2678",8,0.8,1.9,2
"2679",9,0.8,1.9,2
"2680",10,0.8,1.9,2
"2681",1,0.8,2,2
"2682",2,0.8,2,2
"2683",3,0.8,2,2
"2684",4,0.8,2,2
"2685",5,0.8,2,2
"2686",6,0.8,2,2
"2687",7,0.8,2,2
"2688",8,0.8,2,2
"2689",9,0.8,2,2
"2690",10,0.8,2,2
"2691",1,0.8,2.1,2
"2692",2,0.8,2.1,2
"2693",3,0.8,2.1,2
"2694",4,0.8,2.1,2
"2695",5,0.8,2.1,2
"2696",6,0.8,2.1,2
"2697",7,0.8,2.1,2
"2698",8,0.8,2.1,2
"2699",9,0.8,2.1,2
"2700",10,0.8,2.1,2
"2701",1,0.8,2.2,2
"2702",2,0.8,2.2,2
"2703",3,0.8,2.2,2
"2704",4,0.8,2.2,2
"2705",5,0.8,2.2,2
"2706",6,0.8,2.2,2
"2707",7,0.8,2.2,2
"2708",8,0.8,2.2,2
"2709",9,0.8,2.2,2
"2710",10,0.8,2.2,2
"2711",1,0.8,2.3,2
"2712",2,0.8,2.3,2
"2713",3,0.8,2.3,2
"2714",4,0.8,2.3,2
"2715",5,0.8,2.3,2
"2716",6,0.8,2.3,2
"2717",7,0.8,2.3,2
"2718",8,0.8,2.3,2
"2719",9,0.8,2.3,2
"2720",10,0.8,2.3,2
"2721",1,0.8,2.4,2
"2722",2,0.8,2.4,2
"2723",3,0.8,2.4,2
"2724",4,0.8,2.4,2
"2725",5,0.8,2.4,2
"2726",6,0.8,2.4,2
"2727",7,0.8,2.4,2
"2728",8,0.8,2.4,2
"2729",9,0.8,2.4,2
"2730",10,0.8,2.4,2
"2731",1,0.8,2.5,2
"2732",2,0.8,2.5,2
"2733",3,0.8,2.5,2
"2734",4,0.8,2.5,2
"2735",5,0.8,2.5,2
"2736",6,0.8,2.5,2
"2737",7,0.8,2.5,2
"2738",8,0.8,2.5,2
"2739",9,0.8,2.5,2
"2740",10,0.8,2.5,2
"2741",1,0.8,2.6,2
"2742",2,0.8,2.6,2
"2743",3,0.8,2.6,2
"2744",4,0.8,2.6,2
"2745",5,0.8,2.6,2
"2746",6,0.8,2.6,2
"2747",7,0.8,2.6,2
"2748",8,0.8,2.6,2
"2749",9,0.8,2.6,2
"2750",10,0.8,2.6,2
"2751",1,0.8,2.7,2
"2752",2,0.8,2.7,2
"2753",3,0.8,2.7,2
"2754",4,0.8,2.7,2
"2755",5,0.8,2.7,2
"2756",6,0.8,2.7,2
"2757",7,0.8,2.7,2
"2758",8,0.8,2.7,2
"2759",9,0.8,2.7,2
"2760",10,0.8,2.7,2
"2761",1,0.8,2.8,2
"2762",2,0.8,2.8,2
"2763",3,0.8,2.8,2
"2764",4,0.8,2.8,2
"2765",5,0.8,2.8,2
